scig1.0000008	GO:0008046,GO:0005509,GO:0005201
scig1.0005355	GO:0016213,GO:0016717,GO:0004768,GO:0016491
scig1.0005396	GO:0009044,GO:0016798,GO:0004553,GO:0046556,GO:0016787
scig1.0005408	GO:0060090,GO:0005507,GO:0016491,GO:0005518,GO:0005515,GO:0036094,GO:0046872,GO:0016641,GO:0004720
scig1.0005432	GO:0005112,GO:0016740,GO:0004653,GO:0046872,GO:0016757,GO:0005515,GO:0030246
scig1.0005435	GO:0005515,GO:0019899,GO:0003677,GO:0003674,GO:0003676
scig1.0005450	GO:0003713,GO:0016491,GO:0019899
scig1.0005453	GO:0005201,GO:0005509,GO:0008046
scig1.0005465	GO:0003950,GO:1990404,GO:0019899,GO:0016757,GO:0016779,GO:0016740
scig1.0005496	GO:0005515,GO:0008289
scig1.0005534	GO:0005509,GO:0005515,GO:0005178,GO:0098640,GO:0003682
scig1.0005544	GO:0005509,GO:0010855,GO:0004930,GO:0008066,GO:0016595,GO:0070905,GO:0001642,GO:0030165,GO:0046983
scig1.0005548	GO:0016798,GO:0004565,GO:0004553,GO:0016787
scig1.0005553	GO:0042802,GO:0035091,GO:0005515
scig1.0005569	GO:0008081,GO:0016798,GO:0008270,GO:0016787,GO:0005515,GO:0004767,GO:0046872
scig1.0005587	GO:0031267,GO:0004423,GO:0005509,GO:0016787,GO:0005515,GO:0008484,GO:0005095,GO:0046872
scig1.0005592	GO:0035375,GO:0005515,GO:0016787,GO:0070891,GO:0003677,GO:0005044,GO:1904399,GO:0030414,GO:0008233,GO:0004252,GO:0008236,GO:0048306,GO:0038187,GO:0001530
scig1.0005637	GO:0005515,GO:0003723
scig1.0005638	GO:0016787,GO:0016779,GO:0046872,GO:0008233,GO:0000049,GO:0004843,GO:0008234,GO:0008270
scig1.0005679	GO:0016791,GO:0042301,GO:0016787,GO:0030971,GO:0004725,GO:0005158,GO:0004721,GO:0044877,GO:0050839,GO:0005001,GO:0035373,GO:0008201
scig1.0005701	GO:0004190,GO:0004540,GO:0005524,GO:0004523,GO:0000166,GO:0008270,GO:0003676,GO:0016740,GO:0004519,GO:0016779,GO:0003964,GO:0003824,GO:0003677,GO:0016787,GO:0004518,GO:0003723,GO:0008233,GO:0046872,GO:0003887
scig1.0005714	GO:0005515,GO:0070273,GO:0008289,GO:0010314,GO:0032266,GO:0141039,GO:1901981
scig1.0005727	GO:0008270,GO:0003676,GO:0019899,GO:0046872,GO:0003887
scig1.0005728	GO:0016740,GO:0061628,GO:0016887,GO:0004842,GO:0008270,GO:0030971,GO:0019904,GO:0003682,GO:0000166,GO:0031267,GO:0005524,GO:0042393,GO:0005128,GO:0004386,GO:0000977,GO:0061629,GO:0046872,GO:0042802,GO:0140658,GO:0061630,GO:0005135,GO:0016787,GO:0003677,GO:0005515,GO:0042826
scig1.0005752	GO:0000166,GO:0005525,GO:0019003,GO:0016787,GO:0003924,GO:0003925
scig1.0005774	GO:0005524,GO:0000166,GO:0016887,GO:0003676,GO:0003724,GO:0005515,GO:0016787,GO:0004386,GO:0003723
scig1.0005787	GO:0016740,GO:0016779,GO:0003964,GO:0003824
scig1.0005829	GO:0008168,GO:0008757,GO:0008173,GO:0017069,GO:0016740,GO:0008171,GO:0003674
scig1.0005893	GO:0016491,GO:0052926,GO:0051536,GO:0017113,GO:0016740,GO:0050661,GO:0000166,GO:0016627,GO:0002058,GO:0051539,GO:0052918,GO:0005506,GO:0050660,GO:0046872,GO:0010181,GO:0042803,GO:0000026,GO:0016757,GO:0005515,GO:0071949,GO:0042802
scig1.0005948	GO:0046872,GO:0003887,GO:0019899,GO:0008270,GO:0003676
scig1.0005972	GO:0003690,GO:0042803,GO:0003677,GO:0042802
scig1.0005975	GO:0032357,GO:0032405,GO:0032406,GO:0000701,GO:0051536,GO:0051539,GO:0019104,GO:0016798,GO:0034039,GO:0046872,GO:0003824,GO:0032407,GO:0032408,GO:0003677,GO:0016787,GO:0035485
scig1.0005989	GO:0046872,GO:0003674,GO:0046983
scig1.0005990	GO:0008656,GO:0008234,GO:0004197,GO:0016787,GO:0008233
scig1.0006013	GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0043560,GO:0035005,GO:0004674,GO:0016303,GO:0030295,GO:0106310,GO:0005515,GO:0046934
scig1.0006020	GO:0005178,GO:0042802,GO:0005509,GO:0005515,GO:0030023,GO:0044877,GO:0005179,GO:0005201,GO:0008201
scig1.0006071	GO:0015312,GO:0022857,GO:0015311
scig1.0006111	GO:0016787,GO:0016250,GO:0008484,GO:0005515,GO:0046872
scig1.0006112	GO:0042626,GO:1905948,GO:0022857,GO:0016887,GO:0005524,GO:0015196,GO:0140359,GO:0000166,GO:0008558,GO:0032217,GO:0031409,GO:0042907,GO:0005275,GO:0015208
scig1.0006122	GO:0032977,GO:0097177,GO:0042803
scig1.0006126	GO:0004930
scig1.0006174	GO:0008168,GO:0016740
scig1.0006184	GO:0004557,GO:0016787,GO:0004553,GO:0015925,GO:0016798
scig1.0006189	GO:0016887,GO:0016740,GO:0005085,GO:0016616,GO:0016491,GO:0051287,GO:0004017,GO:0016301,GO:0030060,GO:0004617,GO:0000166,GO:0008289,GO:0005524,GO:0016776,GO:0050145,GO:0019205,GO:0004550
scig1.0006190	GO:0140562,GO:0016757,GO:0035252,GO:0046527,GO:0140561,GO:0016740,GO:0003674,GO:0035251
scig1.0006199	GO:0003723,GO:0004518,GO:0008233,GO:0046872,GO:0003887,GO:0003964,GO:0016779,GO:0003824,GO:0042802,GO:0039660,GO:0016787,GO:0003677,GO:0008270,GO:0016740,GO:0003676,GO:0004519,GO:0004190,GO:0004523
scig1.0006219	GO:0005509,GO:0005515,GO:0005201
scig1.0006225	GO:0003674,GO:0051082
scig1.0006233	GO:0003735,GO:0003729
scig1.0006234	GO:0016740,GO:0016853,GO:0004364,GO:0004667,GO:0042803,GO:0005509,GO:0000287
scig1.0006242	GO:0016740,GO:0052381,GO:0000166,GO:0005524,GO:0016765
scig1.0006248	GO:0005515,GO:0003674
scig1.0006257	GO:0003725,GO:0051033,GO:0015485,GO:0003723
scig1.0006262	GO:0046872,GO:0016746,GO:0034979,GO:0140774,GO:0003723,GO:0042803,GO:0106274,GO:0031490,GO:0003684,GO:0016757,GO:0070403,GO:0003677,GO:0016787,GO:0140765,GO:0016779,GO:0097372,GO:0140612,GO:0031491,GO:0140773,GO:0046969,GO:1904841,GO:0016740
scig1.0006270	GO:0016740,GO:0070733,GO:0000166,GO:0005524,GO:0046872,GO:0016779,GO:0000287
scig1.0006277	GO:0005515,GO:0140664,GO:0003677,GO:0003690,GO:0005524,GO:0000166,GO:0030983
scig1.0006299	GO:0003674
scig1.0006304	GO:0003723,GO:0004386,GO:0032574,GO:0016787,GO:0016887,GO:0003724,GO:0000166,GO:0005524
scig1.0006325	GO:0016798,GO:0003906,GO:0019104,GO:0140078,GO:0051539,GO:0051536,GO:0016829,GO:0008270,GO:0003676,GO:0003677,GO:0016787,GO:0003824,GO:0046872,GO:0003690,GO:0000703,GO:0003723,GO:0003684
scig1.0006340	GO:0016740,GO:0003824,GO:0016779,GO:0003964
scig1.0006387	GO:0008270,GO:0051213,GO:0016491,GO:0070579,GO:0046872,GO:0008198,GO:0005515,GO:0003677
scig1.0006413	GO:1990841,GO:0016887,GO:0005524,GO:0000166,GO:0003682,GO:0000978,GO:0004386,GO:0042393,GO:0005515,GO:0003677,GO:0016787,GO:0140658
scig1.0006414	GO:0003682,GO:0005178,GO:0098640,GO:0005515,GO:0005509
scig1.0006476	GO:0008233,GO:0016787,GO:0004180,GO:0016747,GO:0004185
scig1.0006483	GO:0003674,GO:0046872,GO:0003677
scig1.0006494	GO:0005515
scig1.0006506	GO:0003676,GO:0008270,GO:0019899,GO:0003887,GO:0046872
scig1.0006515	GO:0004693,GO:0106310,GO:0004672,GO:0016740,GO:0004674,GO:0000166,GO:0005524,GO:0016301
scig1.0006531	GO:0046872,GO:0005509,GO:0016740,GO:0016301,GO:0000166,GO:0004143,GO:0008289,GO:0005524
scig1.0006552	GO:0003824,GO:0016779,GO:0003964,GO:0016740
scig1.0006580	GO:0008233,GO:0046872,GO:0004222,GO:0008237,GO:0004175,GO:0016787,GO:0008270
scig1.0006582	GO:0045545,GO:0008093,GO:0005546,GO:0050839,GO:0008289,GO:0046982,GO:0046875,GO:0005137,GO:0140311,GO:0035255,GO:0044877,GO:0005109,GO:0042802,GO:0005515,GO:0019838,GO:0042043
scig1.0006591	GO:0005515,GO:0045505
scig1.0006597	GO:0106310,GO:0005516,GO:0005515,GO:0004672,GO:0046872,GO:0000166,GO:0009931,GO:0005524,GO:0016301,GO:0004683,GO:0016740,GO:0004674
scig1.0006630	GO:0005509,GO:0005179,GO:0005201,GO:0008201
scig1.0006665	GO:0008017,GO:0042802,GO:0005515,GO:0003777,GO:0008569,GO:0005524,GO:0000166
scig1.0006671	GO:0008289,GO:0035091,GO:0042802
scig1.0006679	GO:0140663,GO:0051539,GO:0005524,GO:0000166,GO:0051536,GO:0005515,GO:0046872
scig1.0006722	GO:0042803,GO:0004386,GO:0042393,GO:0046872,GO:0140658,GO:0003824,GO:0042802,GO:0019239,GO:0005515,GO:0004126,GO:0016787,GO:0003677,GO:0008094,GO:0008270,GO:0047844,GO:0140751,GO:0016887,GO:0031491,GO:0005524,GO:0000166,GO:0001882
scig1.0006779	GO:0005515,GO:0000981,GO:0003677,GO:0042301,GO:0042802,GO:0003690,GO:0043565,GO:0042803,GO:0000978,GO:0003682,GO:0001228,GO:0035259,GO:0003700,GO:0046983,GO:0140297
scig1.0006787	GO:0046872,GO:0008270,GO:0003676
scig1.0006788	GO:0005515,GO:0005044,GO:0005102
scig1.0006843	GO:0005515,GO:0000287,GO:0140345,GO:0046872,GO:0140326,GO:0005524,GO:0000166,GO:0090554,GO:0016887
scig1.0006876	GO:0005112,GO:0001786,GO:0001849,GO:0005044,GO:0005515
scig1.0006878	GO:0046872,GO:0005509,GO:0005544
scig1.0006902	GO:0005515,GO:0070412,GO:0003677,GO:0061630,GO:0046872,GO:0070410,GO:1990841,GO:0008270,GO:0004842,GO:0016740
scig1.0006932	GO:0046872,GO:0003875,GO:0016787
scig1.0006973	GO:0004819,GO:0005524,GO:0000166,GO:0016874,GO:0004812
scig1.0006981	GO:0008017,GO:0005515,GO:0003674,GO:0031267
scig1.0006982	GO:0030337,GO:0003677
scig1.0006998	GO:0042802,GO:0003824,GO:0005515,GO:0019239,GO:0003876,GO:0016787,GO:0046872,GO:0043424,GO:0005524,GO:0000166
scig1.0007008	GO:0046872
scig1.0007022	GO:0005524,GO:0000166,GO:0008569,GO:0016887,GO:0051959,GO:0003777,GO:0045505
scig1.0007035	GO:0005515,GO:0015116,GO:0008271,GO:0008509,GO:0140900,GO:0005254,GO:0015297
scig1.0007062	GO:0004842,GO:0005112,GO:0160072,GO:0031625,GO:0061630,GO:0031208,GO:0042802,GO:0005515,GO:0030332
scig1.0007099	GO:0003964,GO:0016779,GO:0003824,GO:0016740
scig1.0007135	GO:0005515,GO:0003755,GO:0003779
scig1.0007146	GO:0003723,GO:0003729,GO:0003676
scig1.0007236	GO:0051536,GO:0045503,GO:0008270,GO:0051539,GO:0046872,GO:0008757,GO:0035064,GO:0045504,GO:0005515,GO:0003677,GO:0051537,GO:0009055
scig1.0007238	GO:0045545,GO:0030305,GO:0016798,GO:0004566,GO:0005515,GO:0016787
scig1.0007242	GO:0102732,GO:0000824,GO:0016740,GO:0000825,GO:0051765,GO:0016301,GO:0005524,GO:0000166,GO:0046934,GO:0000823,GO:0046872,GO:0008440,GO:0097243,GO:0047326,GO:0005515
scig1.0007256	GO:0001228,GO:0000978,GO:0005515,GO:0003677
scig1.0007271	GO:0005515,GO:0003674,GO:0008092
scig1.0007332	GO:0005096
scig1.0007346	GO:0016491,GO:0016627,GO:0004361,GO:0000062,GO:0050660,GO:0003995
scig1.0007353	GO:0004693,GO:0004672,GO:0106310,GO:0004674,GO:0016740,GO:0016301,GO:0005524,GO:0000166
scig1.0007375	GO:0046872,GO:0000978,GO:0005515,GO:0000981,GO:0003677
scig1.0007393	GO:0008233,GO:0042802,GO:0043130,GO:0016787,GO:0005515,GO:0004190
scig1.0007399	GO:0000978,GO:0004879,GO:0043565,GO:0044323,GO:0046872,GO:0003677,GO:0005515,GO:0003707,GO:0008270,GO:0003700,GO:0001227,GO:1990837
scig1.0007406	GO:0005525,GO:0000166,GO:0019003,GO:0000287,GO:0031683,GO:0003924,GO:0019001,GO:0046872,GO:0001664
scig1.0007420	GO:0016740,GO:0008457,GO:0047256,GO:0016758,GO:0016757
scig1.0007456	GO:0046872,GO:0003677,GO:0031593,GO:0008270
scig1.0007471	GO:0046872,GO:0062072,GO:0016787,GO:0061628,GO:0035529
scig1.0007477	GO:0005515,GO:0031267,GO:0003779
scig1.0007515	GO:0003824
scig1.0007545	GO:0005515,GO:0005509,GO:0030246,GO:0046872,GO:0004888,GO:0098640,GO:0005178,GO:0043274,GO:0003682,GO:0033691,GO:0070492
scig1.0007594	GO:0019901,GO:0005546,GO:0008289,GO:0046872,GO:0005509,GO:0005515
scig1.0007631	GO:0000166,GO:0005524,GO:0016301,GO:0016740,GO:0004674,GO:0106310,GO:0004672,GO:0005515,GO:0042802,GO:0004693
scig1.0007652	GO:0005200,GO:0051015,GO:0005515,GO:0003779
scig1.0007656	GO:0015035,GO:0016491,GO:0005515
scig1.0007662	GO:0003723
scig1.0007663	GO:0003677,GO:0046983
scig1.0007681	GO:0005515,GO:0051015,GO:0061629,GO:0044877,GO:0017124,GO:0035591,GO:0019901
scig1.0007695	GO:0016491,GO:0020037,GO:0016705,GO:0033780,GO:0004497,GO:0005506,GO:0046872
scig1.0007702	GO:0005515,GO:0000030,GO:0016757,GO:0004169,GO:0046872,GO:0016740
scig1.0007704	GO:0005524,GO:0000166,GO:0016787
scig1.0007707	GO:0140297,GO:0016740,GO:0008270,GO:0003713,GO:0001223,GO:0044877,GO:0016407,GO:0019904,GO:0001093,GO:0097718,GO:0003682,GO:0060090,GO:0003712,GO:0042975,GO:0004402,GO:0008140,GO:0003684,GO:0043426,GO:0031490,GO:0003714,GO:0061629,GO:0000977,GO:0016746,GO:0046872,GO:0003677,GO:0046332,GO:0002039,GO:0005515,GO:0061733
scig1.0007773	GO:0005515,GO:0005509,GO:0005201,GO:0050840
scig1.0007815	GO:0004609,GO:0030170,GO:0003824,GO:0047801,GO:0016740,GO:0004069,GO:0008483
scig1.0007833	GO:0003723,GO:0005515
scig1.0007841	GO:0050660,GO:0004499,GO:0016491,GO:0050661,GO:0004497,GO:0080107
scig1.0007870	GO:0004715,GO:0004672,GO:0016740,GO:0004713,GO:0000166,GO:0005524,GO:0016301
scig1.0007871	GO:0008374,GO:0005543,GO:0008970,GO:0004622,GO:0016787,GO:0016411,GO:0046872,GO:0016746,GO:0102545,GO:0004623,GO:0052739,GO:0047179,GO:0008270,GO:0052740,GO:0003847,GO:0034186,GO:0016740,GO:0047499,GO:0004771,GO:0004607
scig1.0007889	GO:0046872,GO:0003924,GO:0005200,GO:0000166,GO:0005525
scig1.0007900	GO:0004553,GO:0016787,GO:0015929,GO:0016798,GO:0102148,GO:0004563
scig1.0007903	GO:0016787,GO:0003677,GO:0140658,GO:0004386,GO:0000166,GO:0005524,GO:0016887,GO:0015616
scig1.0007925	GO:0004518,GO:0016787,GO:0004527,GO:0003676,GO:0000175,GO:0016896
scig1.0007934	GO:0005516,GO:0008757,GO:0008168,GO:0042803,GO:0030735,GO:0016740
scig1.0007956	GO:0016491,GO:0004791,GO:0047134
scig1.0007974	GO:0000978,GO:0046872,GO:0003677,GO:0000981,GO:0005515
scig1.0007994	GO:0003723,GO:0042802,GO:0035925,GO:0003729
scig1.0008009	GO:0046961,GO:0044877,GO:0005515
scig1.0008013	GO:0140664,GO:0003677,GO:0019899,GO:0005515,GO:0030983,GO:0016887,GO:0005524
scig1.0008021	GO:0003779,GO:0051015,GO:0005515,GO:0046872
scig1.0008064	GO:0005506,GO:0050046,GO:0000248,GO:0016491
scig1.0008066	GO:0005198
scig1.0008081	GO:0004518,GO:0042802,GO:0003677,GO:0016787,GO:0019899,GO:0005515,GO:0019904,GO:0004520,GO:0004536,GO:0097718
scig1.0008084	GO:0000166,GO:0005262,GO:0005524,GO:0003779,GO:0005216,GO:0008289,GO:0003674,GO:0005034,GO:0048487,GO:0019901,GO:0015275,GO:0005516,GO:0005515,GO:0042169,GO:0042802,GO:0051015,GO:0008757,GO:0043014,GO:0046872,GO:0005261,GO:0005080,GO:0008017
scig1.0008094	GO:0098640,GO:0005178,GO:0005509,GO:0005515,GO:0003682
scig1.0008128	GO:0060090,GO:0050840,GO:0042802,GO:0005515,GO:0005178,GO:0070051,GO:0046872
scig1.0008163	GO:0008168,GO:0008757,GO:0000234,GO:0016740,GO:0052667
scig1.0008171	GO:0003925,GO:0031625,GO:0003924,GO:0051117,GO:0016787,GO:0005515,GO:0019003,GO:0005525,GO:0000166
scig1.0008181	GO:0005515,GO:0045296,GO:0030674,GO:0030159,GO:0046875,GO:0005102,GO:0008093,GO:0140693,GO:0071074,GO:0019904,GO:0035591,GO:0030971,GO:0004860
scig1.0008230	GO:0008289,GO:0005515
scig1.0008237	GO:0005515
scig1.0008263	GO:0005254
scig1.0008284	GO:0016740,GO:0016263,GO:0016757,GO:0046872
scig1.0008302	GO:0070738,GO:0120170
scig1.0008303	GO:0000978,GO:0046872,GO:0016779,GO:0003964,GO:0042802,GO:0003824,GO:0005515,GO:0003677,GO:0000981,GO:0008270,GO:0016740,GO:0003700,GO:0001228
scig1.0008306	GO:0015928,GO:0016787,GO:0033938,GO:0016798,GO:0004560
scig1.0008352	GO:0016740,GO:0003950,GO:1990404,GO:0003677,GO:0005515,GO:0016757,GO:0019899,GO:0016779
scig1.0008399	GO:0005515
scig1.0008457	GO:0016491,GO:0070324,GO:0050661,GO:0042562,GO:0003714,GO:0042803,GO:0047127
scig1.0008493	GO:0004842,GO:0016740,GO:0008270,GO:0031624,GO:0046872,GO:0061630,GO:0005515
scig1.0008505	GO:0005515
scig1.0008514	GO:0030544
scig1.0008519	GO:0051539,GO:0016740,GO:0051536,GO:0003824,GO:0016992,GO:0016783,GO:0046872
scig1.0008529	GO:0016740,GO:0003964,GO:0016779,GO:0003824
scig1.0008537	GO:0004176,GO:0000981,GO:0016787,GO:0003677,GO:0005515,GO:0008237,GO:0008233,GO:0000978,GO:0004222,GO:0046872,GO:0003700,GO:0001227,GO:0000166,GO:0005524,GO:1990837,GO:0016887,GO:0051082,GO:0008270
scig1.0008541	GO:0015271,GO:0005509,GO:0005245,GO:0046872,GO:0005261,GO:0005262,GO:0005102,GO:0005267,GO:0051371,GO:0005248
scig1.0008544	GO:0106310,GO:0004672,GO:0005515,GO:0016740,GO:0004674,GO:0004712,GO:0016301,GO:0000166,GO:0005524
scig1.0008552	GO:0016301,GO:0005524,GO:0000166,GO:0004674,GO:0016740,GO:0004672,GO:0106310
scig1.0008553	GO:0016787,GO:0000166,GO:0005524
scig1.0008578	GO:0016740,GO:0016746,GO:0046872,GO:0047184,GO:0042171,GO:0008374,GO:0005509
scig1.0008585	GO:0061630,GO:0042802,GO:0005515,GO:0019899,GO:0019903,GO:0046872,GO:0031625,GO:0019901,GO:0005164,GO:0008270,GO:0016740,GO:0004842,GO:0031996
scig1.0008653	GO:0019901,GO:0042802,GO:0005515,GO:0003723,GO:0003735,GO:0031369,GO:0017134
scig1.0008665	GO:0033192,GO:0046983,GO:0044877,GO:0004721,GO:0016787,GO:0005516,GO:0019899,GO:0005515,GO:0004722,GO:0016018,GO:0051117,GO:0005509,GO:0017018,GO:0004723,GO:0046872
scig1.0008669	GO:0005068,GO:0017124,GO:0043560,GO:0019901,GO:0044877,GO:0019904,GO:0001784,GO:0046875,GO:0060090,GO:0019903,GO:0003723,GO:0005091,GO:0030674,GO:0042802,GO:0005154,GO:0051219,GO:0005168,GO:0005515,GO:0019899
scig1.0008679	GO:0016740,GO:0004713,GO:0016301,GO:0000166,GO:0005524,GO:0004714,GO:0017154,GO:0004672
scig1.0008728	GO:0052872,GO:0097259,GO:0005506,GO:0046872,GO:0050051,GO:0005515,GO:0070330,GO:0020037,GO:0016491,GO:0016709,GO:0097258,GO:0008392,GO:0016705,GO:0004497,GO:0052871,GO:0052869,GO:0018685,GO:0102033
scig1.0008733	GO:0051087,GO:0004842,GO:0038023,GO:0016740,GO:1990381,GO:0030674,GO:0046872,GO:0034450,GO:0005515,GO:0042802,GO:0043130,GO:1904288,GO:0061630
scig1.0008735	GO:0003674
scig1.0008757	GO:0016787,GO:0005515,GO:0042802,GO:0005506,GO:0046872,GO:0019797,GO:0042803,GO:0000166,GO:0005524,GO:0016705,GO:0031418,GO:0016491,GO:0044877,GO:0051213,GO:0016887
scig1.0008769	GO:0000166,GO:0005524,GO:0016887,GO:0003677,GO:0003689
scig1.0008786	GO:0048306,GO:0005544,GO:0003723,GO:0005178,GO:0005515,GO:0005509
scig1.0008789	GO:0003677,GO:0005515,GO:0017025,GO:0003713,GO:0046966,GO:0046982,GO:0042809
scig1.0008797	GO:0003700,GO:0003677,GO:0000981,GO:0000978
scig1.0008823	GO:0004022,GO:0016491
scig1.0008828	GO:0005524,GO:0000166,GO:0016301,GO:0005525,GO:0004721,GO:0004674,GO:0016740,GO:0043621,GO:0004197,GO:0004842,GO:0004672,GO:0004175,GO:0005515,GO:0106310,GO:0016787,GO:0004438,GO:0036094,GO:0042802,GO:0019209,GO:0002020,GO:0008233
scig1.0008860	GO:0046872,GO:0042802,GO:0005516,GO:0016836,GO:0005515,GO:0016829,GO:0018112,GO:0005262,GO:0050346,GO:0005216
scig1.0008863	GO:0008242,GO:0008236,GO:0016787,GO:0070009,GO:0008233
scig1.0008864	GO:0008270,GO:0003676,GO:0003723,GO:0046872
scig1.0008886	GO:0008466,GO:0016740,GO:0008194,GO:0030145,GO:0042803,GO:0046872,GO:0102751,GO:0016757,GO:0005536
scig1.0008893	GO:0003729,GO:0005515,GO:0003723
scig1.0008915	GO:0032266,GO:0120013
scig1.0008918	GO:0046872,GO:0017018,GO:0004722,GO:0016787,GO:0004721
scig1.0008928	GO:0004532,GO:0003677,GO:0005515,GO:0000175
scig1.0008950	GO:0003924,GO:0035650,GO:0005515,GO:0036461,GO:0030742,GO:0005525,GO:0035651,GO:0000166
scig1.0008990	GO:0016491
scig1.0009000	GO:0004423,GO:0008484,GO:0016787,GO:0046872
scig1.0009031	GO:0004024,GO:0106322,GO:0016491,GO:0003674,GO:0008270,GO:0016740,GO:0004842,GO:0005041,GO:0046872,GO:0051903,GO:0005504,GO:0008253,GO:0005515,GO:0018455,GO:0106321,GO:0016787,GO:0061630,GO:0005509,GO:0018467,GO:0004022,GO:0042802
scig1.0009032	GO:0019843,GO:0070181,GO:0003735
scig1.0009074	GO:0003824,GO:0005515,GO:0004659,GO:0004660,GO:0004311,GO:0008318,GO:0042277,GO:0046872,GO:0016740,GO:0008270
scig1.0009090	GO:0003743,GO:0048027,GO:0003729
scig1.0009145	GO:0004930
scig1.0009181	GO:0005007,GO:0004714,GO:0004672,GO:0004713,GO:0016740,GO:0005524,GO:0000166,GO:0016301
scig1.0009216	GO:0051117,GO:0044183,GO:0001671,GO:0005515,GO:0140416,GO:0003714,GO:0030544,GO:0140297,GO:0051082,GO:0051087
scig1.0009240	GO:0005515,GO:0051059
scig1.0009244	GO:0003674
scig1.0009252	GO:0003676,GO:0003677,GO:0005515
scig1.0009278	GO:0000981,GO:0000977,GO:0046872,GO:0003700,GO:0008270
scig1.0009310	GO:0003684,GO:0003950,GO:1990404,GO:0042803,GO:0140806,GO:0140805,GO:0046872,GO:0003824,GO:0016779,GO:0003677,GO:0140815,GO:0016757,GO:0016740,GO:0008270,GO:0031491,GO:0140807,GO:0051287,GO:0140808
scig1.0009314	GO:0070577,GO:0003713,GO:0044877,GO:0016887,GO:0001164,GO:0000166,GO:0016874,GO:0003682,GO:0004066,GO:0008289,GO:0106222,GO:0005524,GO:0000976,GO:0030957,GO:0070300,GO:0001786,GO:0000977,GO:0070182,GO:0001221,GO:0042393,GO:0000978,GO:0120020,GO:0004386,GO:0003723,GO:0003714,GO:0015485,GO:0008094,GO:0003677,GO:0016787,GO:0002039,GO:0005515,GO:0042802,GO:0050681,GO:0140658
scig1.0009327	GO:0003682,GO:0033691,GO:0070492,GO:0005515,GO:0030246,GO:0005509,GO:0046872,GO:0098640,GO:0005178
scig1.0009353	GO:0019901,GO:0005085,GO:0035615,GO:0031267,GO:0043015,GO:0005515
scig1.0009357	GO:0003964,GO:0016779,GO:0003824,GO:0016740
scig1.0009360	GO:0016829,GO:0004613,GO:0003682,GO:0000166,GO:0030145,GO:0005525,GO:0046872,GO:0004611,GO:0005515,GO:0016831,GO:0003677,GO:0017076
scig1.0009391	GO:0019904,GO:0097602,GO:0140677,GO:1990756,GO:1990444,GO:0160072,GO:0005515,GO:0008013
scig1.0009410	GO:0042803,GO:0016746,GO:0004421,GO:0042802,GO:0016740
scig1.0009506	GO:0005515,GO:0019787,GO:0004842,GO:0016740,GO:0061631,GO:0000166,GO:0005524,GO:0042296
scig1.0009511	GO:0004842,GO:0016740,GO:0008270,GO:0061630,GO:0043023,GO:0046872
scig1.0009531	GO:0047627,GO:0016740,GO:0000166,GO:0031625,GO:0047352,GO:0016787,GO:0005515,GO:0016151,GO:0043530,GO:0042802,GO:0047710,GO:0003824
scig1.0009568	GO:0046982,GO:0003677
scig1.0009570	GO:0008201,GO:0003682,GO:0008289,GO:0030414,GO:0098640,GO:0005178,GO:0060230,GO:0042802,GO:0005509,GO:0005543,GO:0005515
scig1.0009580	GO:0016740,GO:0004842,GO:0005524,GO:0000166,GO:0061631,GO:0005515
scig1.0009589	GO:0005262,GO:0070679,GO:0005220,GO:0005216,GO:0015278,GO:0005509,GO:0035091
scig1.0009601	GO:0008504,GO:0005337
scig1.0009608	GO:0003682,GO:0005178,GO:0098640,GO:0005509,GO:0005515
scig1.0009613	GO:0000166,GO:0005525,GO:0008047,GO:0005515,GO:0016787,GO:0046872,GO:0003924
scig1.0009615	GO:0008440,GO:0005515,GO:0005516,GO:0016740,GO:0004683,GO:0051765,GO:0016301,GO:0005524,GO:0031267,GO:0000166
scig1.0009627	GO:0016787,GO:0005515,GO:0004175,GO:0008233,GO:0106155,GO:0035064,GO:0046872,GO:0016706,GO:0004497,GO:0004177,GO:0016491
scig1.0009648	GO:0005524,GO:0000166,GO:0016301,GO:0051371,GO:0003674,GO:0097493,GO:0042805,GO:0031433,GO:0004713,GO:0019901,GO:0004674,GO:0043621,GO:0016740,GO:0019899,GO:0005515,GO:0004672,GO:0008307,GO:0005516,GO:0106310,GO:0005509,GO:0051015,GO:0042802,GO:0046872,GO:1990782,GO:0030506,GO:1990890,GO:0002020,GO:0005200
scig1.0009678	GO:0005524,GO:0000166,GO:0016301,GO:0004674,GO:0019901,GO:0016740,GO:0004672,GO:0005515,GO:0106310,GO:0046872,GO:0004709
scig1.0009687	GO:0005515
scig1.0009740	GO:0008270,GO:0004842,GO:0016740,GO:0005515,GO:0061630,GO:0046872,GO:0003723
scig1.0009753	GO:0048018,GO:0005109,GO:0030971,GO:0005102,GO:0005125
scig1.0009758	GO:0045159,GO:0032027,GO:0005516,GO:0008307,GO:0035613,GO:0005515,GO:0042802,GO:0051015,GO:0000287,GO:0003774,GO:0048027,GO:0000146,GO:0000166,GO:0003779,GO:0005524,GO:0043531
scig1.0009786	GO:0000166,GO:0005524,GO:0016301,GO:0016740
scig1.0009788	GO:0008083,GO:0005125
scig1.0009797	GO:0140678,GO:0016740,GO:0000403,GO:0044877,GO:0042802,GO:0061630,GO:0003697,GO:0031593,GO:0003677,GO:0005515,GO:0031625,GO:0046872
